date,district,soil_moisture_simulated,soil_moisture_source
2015-03-22,Chengalpattu,0.0,simulated
2015-03-23,Chengalpattu,0.0,simulated
2015-03-24,Chengalpattu,0.0,simulated
2015-03-25,Chengalpattu,0.0,simulated
2015-03-26,Chengalpattu,0.0,simulated
2015-03-27,Chengalpattu,0.0,simulated
2015-03-28,Chengalpattu,0.0,simulated
2015-03-29,Chengalpattu,0.0,simulated
2015-03-30,Chengalpattu,0.0,simulated
2015-03-31,Chengalpattu,0.0,simulated
2015-04-01,Chengalpattu,0.0,simulated
2015-04-02,Chengalpattu,0.0,simulated
2015-04-03,Chengalpattu,0.0,simulated
2015-04-04,Chengalpattu,0.0,simulated
2015-04-05,Chengalpattu,0.0,simulated
2015-04-06,Chengalpattu,0.0,simulated
2015-04-07,Chengalpattu,0.0,simulated
2015-04-08,Chengalpattu,0.0,simulated
2015-04-09,Chengalpattu,0.0,simulated
2015-04-10,Chengalpattu,0.0,simulated
2015-04-11,Chengalpattu,0.0,simulated
2015-04-12,Chengalpattu,0.0,simulated
2015-04-13,Chengalpattu,0.0,simulated
2015-04-14,Chengalpattu,0.0,simulated
2015-04-15,Chengalpattu,0.12412,simulated
2015-04-16,Chengalpattu,0.13428,simulated
2015-04-17,Chengalpattu,0.13264,simulated
2015-04-18,Chengalpattu,0.12244000000000002,simulated
2015-04-19,Chengalpattu,0.11096000000000002,simulated
2015-04-20,Chengalpattu,0.10240000000000002,simulated
2015-04-21,Chengalpattu,0.12768000000000002,simulated
2015-04-22,Chengalpattu,0.11592000000000002,simulated
2015-04-23,Chengalpattu,0.10384000000000002,simulated
2015-04-24,Chengalpattu,0.09652000000000002,simulated
2015-04-25,Chengalpattu,0.11520000000000002,simulated
2015-04-26,Chengalpattu,0.10660000000000003,simulated
2015-04-27,Chengalpattu,0.09812000000000003,simulated
2015-04-28,Chengalpattu,0.08644000000000003,simulated
2015-04-29,Chengalpattu,0.07456000000000003,simulated
2015-04-30,Chengalpattu,0.06256000000000003,simulated
2015-05-01,Chengalpattu,0.05100000000000004,simulated
2015-05-02,Chengalpattu,0.03888000000000004,simulated
2015-05-03,Chengalpattu,0.02920000000000004,simulated
2015-05-04,Chengalpattu,0.02880000000000004,simulated
2015-05-05,Chengalpattu,0.02184000000000004,simulated
2015-05-06,Chengalpattu,0.014240000000000039,simulated
2015-05-07,Chengalpattu,0.005760000000000039,simulated
2015-05-08,Chengalpattu,0.0,simulated
2015-05-09,Chengalpattu,0.0,simulated
2015-05-10,Chengalpattu,0.0,simulated
2015-05-11,Chengalpattu,0.0,simulated
2015-05-12,Chengalpattu,0.0,simulated
2015-05-13,Chengalpattu,0.040119999999999996,simulated
2015-05-14,Chengalpattu,0.10319999999999999,simulated
2015-05-15,Chengalpattu,0.11611999999999997,simulated
2015-05-16,Chengalpattu,0.14715999999999999,simulated
2015-05-17,Chengalpattu,0.20443999999999998,simulated
2015-05-18,Chengalpattu,0.19516,simulated
2015-05-19,Chengalpattu,0.18296,simulated
2015-05-20,Chengalpattu,0.1706,simulated
2015-05-21,Chengalpattu,0.15776,simulated
2015-05-22,Chengalpattu,0.14488,simulated
2015-05-23,Chengalpattu,0.13264,simulated
2015-05-24,Chengalpattu,0.11960000000000001,simulated
2015-05-25,Chengalpattu,0.10636000000000001,simulated
2015-05-26,Chengalpattu,0.09332000000000001,simulated
2015-05-27,Chengalpattu,0.08104000000000001,simulated
2015-05-28,Chengalpattu,0.06852000000000001,simulated
2015-05-29,Chengalpattu,0.055840000000000015,simulated
2015-05-30,Chengalpattu,0.04464000000000001,simulated
2015-05-31,Chengalpattu,0.03224000000000001,simulated
2015-06-01,Chengalpattu,0.07080000000000002,simulated
2015-06-02,Chengalpattu,0.07064000000000001,simulated
2015-06-03,Chengalpattu,0.06104000000000001,simulated
2015-06-04,Chengalpattu,0.05204000000000002,simulated
2015-06-05,Chengalpattu,0.05072000000000002,simulated
2015-06-06,Chengalpattu,0.03988000000000002,simulated
2015-06-07,Chengalpattu,0.027560000000000022,simulated
2015-06-08,Chengalpattu,0.029000000000000022,simulated
2015-06-09,Chengalpattu,0.021560000000000024,simulated
2015-06-10,Chengalpattu,0.04736000000000003,simulated
2015-06-11,Chengalpattu,0.05176000000000002,simulated
2015-06-12,Chengalpattu,0.055520000000000014,simulated
2015-06-13,Chengalpattu,0.04752000000000002,simulated
2015-06-14,Chengalpattu,0.06404000000000003,simulated
2015-06-15,Chengalpattu,0.054240000000000024,simulated
2015-06-16,Chengalpattu,0.060320000000000026,simulated
2015-06-17,Chengalpattu,0.08244000000000003,simulated
2015-06-18,Chengalpattu,0.07416000000000003,simulated
2015-06-19,Chengalpattu,0.06360000000000005,simulated
2015-06-20,Chengalpattu,0.051520000000000045,simulated
2015-06-21,Chengalpattu,0.039080000000000045,simulated
2015-06-22,Chengalpattu,0.026520000000000044,simulated
2015-06-23,Chengalpattu,0.014000000000000044,simulated
2015-06-24,Chengalpattu,0.0013600000000000435,simulated
2015-06-25,Chengalpattu,0.0,simulated
2015-06-26,Chengalpattu,0.0,simulated
2015-06-27,Chengalpattu,0.0,simulated
2015-06-28,Chengalpattu,0.0,simulated
2015-06-29,Chengalpattu,0.0,simulated
2015-06-30,Chengalpattu,0.0,simulated
2015-07-01,Chengalpattu,0.0,simulated
2015-07-02,Chengalpattu,0.0,simulated
2015-07-03,Chengalpattu,0.024679999999999997,simulated
2015-07-04,Chengalpattu,0.011799999999999996,simulated
2015-07-05,Chengalpattu,0.0,simulated
2015-07-06,Chengalpattu,0.0,simulated
2015-07-07,Chengalpattu,0.0,simulated
2015-07-08,Chengalpattu,0.0,simulated
2015-07-09,Chengalpattu,0.0,simulated
2015-07-10,Chengalpattu,0.0,simulated
2015-07-11,Chengalpattu,0.0,simulated
2015-07-12,Chengalpattu,0.0,simulated
2015-07-13,Chengalpattu,0.007880000000000002,simulated
2015-07-14,Chengalpattu,0.021360000000000004,simulated
2015-07-15,Chengalpattu,0.03152,simulated
2015-07-16,Chengalpattu,0.025439999999999997,simulated
2015-07-17,Chengalpattu,0.016799999999999995,simulated
2015-07-18,Chengalpattu,0.014159999999999994,simulated
2015-07-19,Chengalpattu,0.021159999999999995,simulated
2015-07-20,Chengalpattu,0.012079999999999994,simulated
2015-07-21,Chengalpattu,0.017479999999999992,simulated
2015-07-22,Chengalpattu,0.02255999999999999,simulated
2015-07-23,Chengalpattu,0.054039999999999984,simulated
2015-07-24,Chengalpattu,0.04287999999999999,simulated
2015-07-25,Chengalpattu,0.04423999999999999,simulated
2015-07-26,Chengalpattu,0.044679999999999984,simulated
2015-07-27,Chengalpattu,0.040759999999999984,simulated
2015-07-28,Chengalpattu,0.03667999999999998,simulated
2015-07-29,Chengalpattu,0.02463999999999998,simulated
2015-07-30,Chengalpattu,0.012479999999999982,simulated
2015-07-31,Chengalpattu,0.011279999999999981,simulated
2015-08-01,Chengalpattu,0.0016399999999999783,simulated
2015-08-02,Chengalpattu,0.031439999999999975,simulated
2015-08-03,Chengalpattu,0.04123999999999998,simulated
2015-08-04,Chengalpattu,0.03423999999999998,simulated
2015-08-05,Chengalpattu,0.02603999999999998,simulated
2015-08-06,Chengalpattu,0.01631999999999998,simulated
2015-08-07,Chengalpattu,0.005319999999999981,simulated
2015-08-08,Chengalpattu,0.0,simulated
2015-08-09,Chengalpattu,0.005719999999999999,simulated
2015-08-10,Chengalpattu,0.039999999999999994,simulated
2015-08-11,Chengalpattu,0.04651999999999999,simulated
2015-08-12,Chengalpattu,0.03583999999999999,simulated
2015-08-13,Chengalpattu,0.026079999999999992,simulated
2015-08-14,Chengalpattu,0.02359999999999999,simulated
2015-08-15,Chengalpattu,0.05055999999999999,simulated
2015-08-16,Chengalpattu,0.12552,simulated
2015-08-17,Chengalpattu,0.17612,simulated
2015-08-18,Chengalpattu,0.1648,simulated
2015-08-19,Chengalpattu,0.15332,simulated
2015-08-20,Chengalpattu,0.15236000000000002,simulated
2015-08-21,Chengalpattu,0.21584,simulated
2015-08-22,Chengalpattu,0.24988000000000002,simulated
2015-08-23,Chengalpattu,0.29400000000000004,simulated
2015-08-24,Chengalpattu,0.28232,simulated
2015-08-25,Chengalpattu,0.27212000000000003,simulated
2015-08-26,Chengalpattu,0.26444,simulated
2015-08-27,Chengalpattu,0.30463999999999997,simulated
2015-08-28,Chengalpattu,0.29307999999999995,simulated
2015-08-29,Chengalpattu,0.28128,simulated
2015-08-30,Chengalpattu,0.26991999999999994,simulated
2015-08-31,Chengalpattu,0.2579199999999999,simulated
2015-09-01,Chengalpattu,0.24587999999999993,simulated
2015-09-02,Chengalpattu,0.23439999999999991,simulated
2015-09-03,Chengalpattu,0.22871999999999992,simulated
2015-09-04,Chengalpattu,0.2206799999999999,simulated
2015-09-05,Chengalpattu,0.21147999999999992,simulated
2015-09-06,Chengalpattu,0.20683999999999994,simulated
2015-09-07,Chengalpattu,0.34631999999999996,simulated
2015-09-08,Chengalpattu,0.33615999999999996,simulated
2015-09-09,Chengalpattu,0.36371999999999993,simulated
2015-09-10,Chengalpattu,0.4028399999999999,simulated
2015-09-11,Chengalpattu,0.3933999999999999,simulated
2015-09-12,Chengalpattu,0.38187999999999994,simulated
2015-09-13,Chengalpattu,0.37015999999999993,simulated
2015-09-14,Chengalpattu,0.35835999999999996,simulated
2015-09-15,Chengalpattu,0.35251999999999994,simulated
2015-09-16,Chengalpattu,0.34027999999999997,simulated
2015-09-17,Chengalpattu,0.32815999999999995,simulated
2015-09-18,Chengalpattu,0.31611999999999996,simulated
2015-09-19,Chengalpattu,0.30683999999999995,simulated
2015-09-20,Chengalpattu,0.29475999999999997,simulated
2015-09-21,Chengalpattu,0.28347999999999995,simulated
2015-09-22,Chengalpattu,0.27155999999999997,simulated
2015-09-23,Chengalpattu,0.26271999999999995,simulated
2015-09-24,Chengalpattu,0.25387999999999994,simulated
2015-09-25,Chengalpattu,0.26299999999999996,simulated
2015-09-26,Chengalpattu,0.36347999999999997,simulated
2015-09-27,Chengalpattu,0.37672,simulated
2015-09-28,Chengalpattu,0.40712,simulated
2015-09-29,Chengalpattu,0.4052,simulated
2015-09-30,Chengalpattu,0.41656,simulated
2015-10-01,Chengalpattu,0.42004,simulated
2015-10-02,Chengalpattu,0.4668,simulated
2015-10-03,Chengalpattu,0.48503999999999997,simulated
2015-10-04,Chengalpattu,0.54468,simulated
2015-10-05,Chengalpattu,0.5668400000000001,simulated
2015-10-06,Chengalpattu,0.5912000000000001,simulated
2015-10-07,Chengalpattu,0.66216,simulated
2015-10-08,Chengalpattu,0.68512,simulated
2015-10-09,Chengalpattu,0.69772,simulated
2015-10-10,Chengalpattu,0.7744399999999999,simulated
2015-10-11,Chengalpattu,0.8069999999999998,simulated
2015-10-12,Chengalpattu,0.8349199999999999,simulated
2015-10-13,Chengalpattu,0.8237999999999999,simulated
2015-10-14,Chengalpattu,0.8128399999999999,simulated
2015-10-15,Chengalpattu,0.8019199999999999,simulated
2015-10-16,Chengalpattu,0.7909999999999998,simulated
2015-10-17,Chengalpattu,0.7854799999999997,simulated
2015-10-18,Chengalpattu,0.7829199999999997,simulated
2015-10-19,Chengalpattu,0.7789599999999998,simulated
2015-10-20,Chengalpattu,0.7750399999999997,simulated
2015-10-21,Chengalpattu,0.7639199999999997,simulated
2015-10-22,Chengalpattu,0.7530399999999997,simulated
2015-10-23,Chengalpattu,0.7526399999999996,simulated
2015-10-24,Chengalpattu,0.7415999999999996,simulated
2015-10-25,Chengalpattu,0.7362399999999996,simulated
2015-10-26,Chengalpattu,0.7252799999999996,simulated
2015-10-27,Chengalpattu,0.7511199999999996,simulated
2015-10-28,Chengalpattu,0.8193199999999996,simulated
2015-10-29,Chengalpattu,0.8208399999999996,simulated
2015-10-30,Chengalpattu,0.8837199999999995,simulated
2015-10-31,Chengalpattu,0.9419999999999995,simulated
2015-11-01,Chengalpattu,1.0,simulated
2015-11-02,Chengalpattu,1.0,simulated
2015-11-03,Chengalpattu,1.0,simulated
2015-11-04,Chengalpattu,1.0,simulated
2015-11-05,Chengalpattu,1.0,simulated
2015-11-06,Chengalpattu,1.0,simulated
2015-11-07,Chengalpattu,1.0,simulated
2015-11-08,Chengalpattu,1.0,simulated
2015-11-09,Chengalpattu,1.0,simulated
2015-11-10,Chengalpattu,0.99368,simulated
2015-11-11,Chengalpattu,1.0,simulated
2015-11-12,Chengalpattu,1.0,simulated
2015-11-13,Chengalpattu,1.0,simulated
2015-11-14,Chengalpattu,1.0,simulated
2015-11-15,Chengalpattu,1.0,simulated
2015-11-16,Chengalpattu,1.0,simulated
2015-11-17,Chengalpattu,0.99036,simulated
2015-11-18,Chengalpattu,1.0,simulated
2015-11-19,Chengalpattu,1.0,simulated
2015-11-20,Chengalpattu,1.0,simulated
2015-11-21,Chengalpattu,1.0,simulated
2015-11-22,Chengalpattu,1.0,simulated
2015-11-23,Chengalpattu,1.0,simulated
2015-11-24,Chengalpattu,1.0,simulated
2015-11-25,Chengalpattu,0.9933200000000001,simulated
2015-11-26,Chengalpattu,0.9878000000000001,simulated
2015-11-27,Chengalpattu,0.9774400000000001,simulated
2015-11-28,Chengalpattu,0.9674,simulated
2015-11-29,Chengalpattu,1.0,simulated
2015-11-30,Chengalpattu,1.0,simulated
2015-12-01,Chengalpattu,1.0,simulated
2015-12-02,Chengalpattu,1.0,simulated
2015-12-03,Chengalpattu,1.0,simulated
2015-12-04,Chengalpattu,1.0,simulated
2015-12-05,Chengalpattu,1.0,simulated
2015-12-06,Chengalpattu,1.0,simulated
2015-12-07,Chengalpattu,0.9904,simulated
2015-12-08,Chengalpattu,0.98496,simulated
2015-12-09,Chengalpattu,1.0,simulated
2015-12-10,Chengalpattu,0.99644,simulated
2015-12-11,Chengalpattu,0.9994400000000001,simulated
2015-12-12,Chengalpattu,0.9890800000000001,simulated
2015-12-13,Chengalpattu,0.9788800000000001,simulated
2015-12-14,Chengalpattu,0.9687200000000001,simulated
2015-12-15,Chengalpattu,0.9588400000000001,simulated
2015-12-16,Chengalpattu,0.9492400000000001,simulated
2015-12-17,Chengalpattu,0.93932,simulated
2015-12-18,Chengalpattu,0.9292400000000001,simulated
2015-12-19,Chengalpattu,0.9256400000000001,simulated
2015-12-20,Chengalpattu,0.9155600000000002,simulated
2015-12-21,Chengalpattu,0.9058000000000002,simulated
2015-12-22,Chengalpattu,0.8969600000000001,simulated
2015-12-23,Chengalpattu,0.8868800000000001,simulated
2015-12-24,Chengalpattu,0.8767600000000001,simulated
2015-12-25,Chengalpattu,0.8673600000000001,simulated
2015-12-26,Chengalpattu,0.85984,simulated
2015-12-27,Chengalpattu,0.8592800000000002,simulated
2015-12-28,Chengalpattu,0.8492800000000001,simulated
2015-12-29,Chengalpattu,0.8394400000000002,simulated
2015-12-30,Chengalpattu,0.8296800000000002,simulated
2015-12-31,Chengalpattu,0.8199200000000002,simulated
2016-01-01,Chengalpattu,0.8100000000000002,simulated
2016-01-02,Chengalpattu,0.8002800000000002,simulated
2016-01-03,Chengalpattu,0.7906800000000002,simulated
2016-01-04,Chengalpattu,0.7809200000000002,simulated
2016-01-05,Chengalpattu,0.7711200000000001,simulated
2016-01-06,Chengalpattu,0.7612000000000001,simulated
2016-01-07,Chengalpattu,0.7513600000000001,simulated
2016-01-08,Chengalpattu,0.7416000000000001,simulated
2016-01-09,Chengalpattu,0.7320800000000002,simulated
2016-01-10,Chengalpattu,0.7227200000000001,simulated
2016-01-11,Chengalpattu,0.7134000000000001,simulated
2016-01-12,Chengalpattu,0.7040400000000001,simulated
2016-01-13,Chengalpattu,0.6945600000000001,simulated
2016-01-14,Chengalpattu,0.6850400000000001,simulated
2016-01-15,Chengalpattu,0.6754800000000001,simulated
2016-01-16,Chengalpattu,0.6662000000000001,simulated
2016-01-17,Chengalpattu,0.6566800000000002,simulated
2016-01-18,Chengalpattu,0.6468800000000001,simulated
2016-01-19,Chengalpattu,0.6366400000000001,simulated
2016-01-20,Chengalpattu,0.6265200000000001,simulated
2016-01-21,Chengalpattu,0.6162400000000001,simulated
2016-01-22,Chengalpattu,0.6102400000000001,simulated
2016-01-23,Chengalpattu,0.61584,simulated
2016-01-24,Chengalpattu,0.6104400000000001,simulated
2016-01-25,Chengalpattu,0.6002400000000001,simulated
2016-01-26,Chengalpattu,0.5901600000000001,simulated
2016-01-27,Chengalpattu,0.5800800000000002,simulated
2016-01-28,Chengalpattu,0.5700800000000001,simulated
2016-01-29,Chengalpattu,0.5601200000000002,simulated
2016-01-30,Chengalpattu,0.5504000000000002,simulated
2016-01-31,Chengalpattu,0.5406400000000002,simulated
2016-02-01,Chengalpattu,0.5310800000000002,simulated
2016-02-02,Chengalpattu,0.5216400000000002,simulated
2016-02-03,Chengalpattu,0.5119200000000003,simulated
2016-02-04,Chengalpattu,0.5021600000000003,simulated
2016-02-05,Chengalpattu,0.49204000000000025,simulated
2016-02-06,Chengalpattu,0.48192000000000024,simulated
2016-02-07,Chengalpattu,0.47144000000000025,simulated
2016-02-08,Chengalpattu,0.46112000000000025,simulated
2016-02-09,Chengalpattu,0.45092000000000027,simulated
2016-02-10,Chengalpattu,0.44088000000000027,simulated
2016-02-11,Chengalpattu,0.4305600000000003,simulated
2016-02-12,Chengalpattu,0.42032000000000025,simulated
2016-02-13,Chengalpattu,0.40996000000000027,simulated
2016-02-14,Chengalpattu,0.39980000000000027,simulated
2016-02-15,Chengalpattu,0.38948000000000027,simulated
2016-02-16,Chengalpattu,0.3790000000000003,simulated
2016-02-17,Chengalpattu,0.3684000000000003,simulated
2016-02-18,Chengalpattu,0.3576000000000003,simulated
2016-02-19,Chengalpattu,0.3470400000000003,simulated
2016-02-20,Chengalpattu,0.3362800000000003,simulated
2016-02-21,Chengalpattu,0.3254400000000003,simulated
2016-02-22,Chengalpattu,0.3147200000000003,simulated
2016-02-23,Chengalpattu,0.3042400000000003,simulated
2016-02-24,Chengalpattu,0.2936800000000003,simulated
2016-02-25,Chengalpattu,0.28284000000000026,simulated
2016-02-26,Chengalpattu,0.2732000000000002,simulated
2016-02-27,Chengalpattu,0.26244000000000023,simulated
2016-02-28,Chengalpattu,0.25256000000000023,simulated
2016-02-29,Chengalpattu,0.24156000000000022,simulated
2016-03-01,Chengalpattu,0.2306400000000002,simulated
2016-03-02,Chengalpattu,0.2199200000000002,simulated
2016-03-03,Chengalpattu,0.2092800000000002,simulated
2016-03-04,Chengalpattu,0.19864000000000018,simulated
2016-03-05,Chengalpattu,0.18784000000000017,simulated
2016-03-06,Chengalpattu,0.17704000000000017,simulated
2016-03-07,Chengalpattu,0.16628000000000018,simulated
2016-03-08,Chengalpattu,0.15540000000000018,simulated
2016-03-09,Chengalpattu,0.14452000000000018,simulated
2016-03-10,Chengalpattu,0.13340000000000019,simulated
2016-03-11,Chengalpattu,0.12208000000000019,simulated
2016-03-12,Chengalpattu,0.11088000000000019,simulated
2016-03-13,Chengalpattu,0.09944000000000018,simulated
2016-03-14,Chengalpattu,0.08808000000000019,simulated
2016-03-15,Chengalpattu,0.07676000000000019,simulated
2016-03-16,Chengalpattu,0.06528000000000019,simulated
2016-03-17,Chengalpattu,0.05380000000000019,simulated
2016-03-18,Chengalpattu,0.042600000000000186,simulated
2016-03-19,Chengalpattu,0.031400000000000185,simulated
2016-03-20,Chengalpattu,0.019880000000000182,simulated
2016-03-21,Chengalpattu,0.008160000000000181,simulated
2016-03-22,Chengalpattu,0.0,simulated
2016-03-23,Chengalpattu,0.0,simulated
2016-03-24,Chengalpattu,0.0,simulated
2016-03-25,Chengalpattu,0.0,simulated
2016-03-26,Chengalpattu,0.0,simulated
2016-03-27,Chengalpattu,0.0,simulated
2016-03-28,Chengalpattu,0.0,simulated
2016-03-29,Chengalpattu,0.0,simulated
2016-03-30,Chengalpattu,0.0,simulated
2016-03-31,Chengalpattu,0.0,simulated
2016-04-01,Chengalpattu,0.0,simulated
2016-04-02,Chengalpattu,0.0,simulated
2016-04-03,Chengalpattu,0.0,simulated
2016-04-04,Chengalpattu,0.0,simulated
2016-04-05,Chengalpattu,0.0,simulated
2016-04-06,Chengalpattu,0.00324,simulated
2016-04-07,Chengalpattu,0.0021200000000000004,simulated
2016-04-08,Chengalpattu,0.0,simulated
2016-04-09,Chengalpattu,0.0,simulated
2016-04-10,Chengalpattu,0.0,simulated
2016-04-11,Chengalpattu,0.0,simulated
2016-04-12,Chengalpattu,0.0,simulated
2016-04-13,Chengalpattu,0.0,simulated
2016-04-14,Chengalpattu,0.0,simulated
2016-04-15,Chengalpattu,0.0,simulated
2016-04-16,Chengalpattu,0.0,simulated
2016-04-17,Chengalpattu,0.0,simulated
2016-04-18,Chengalpattu,0.0,simulated
2016-04-19,Chengalpattu,0.0,simulated
2016-04-20,Chengalpattu,0.0,simulated
2016-04-21,Chengalpattu,0.0,simulated
2016-04-22,Chengalpattu,0.0,simulated
2016-04-23,Chengalpattu,0.0,simulated
2016-04-24,Chengalpattu,0.0,simulated
2016-04-25,Chengalpattu,0.0,simulated
2016-04-26,Chengalpattu,0.0,simulated
2016-04-27,Chengalpattu,0.0,simulated
2016-04-28,Chengalpattu,0.0,simulated
2016-04-29,Chengalpattu,0.0,simulated
2016-04-30,Chengalpattu,0.0,simulated
2016-05-01,Chengalpattu,0.0,simulated
2016-05-02,Chengalpattu,0.0,simulated
2016-05-03,Chengalpattu,0.0,simulated
2016-05-04,Chengalpattu,0.0,simulated
2016-05-05,Chengalpattu,0.0,simulated
2016-05-06,Chengalpattu,0.0,simulated
2016-05-07,Chengalpattu,0.0,simulated
2016-05-08,Chengalpattu,0.0,simulated
2016-05-09,Chengalpattu,0.0,simulated
2016-05-10,Chengalpattu,0.0,simulated
2016-05-11,Chengalpattu,0.0,simulated
2016-05-12,Chengalpattu,0.0,simulated
2016-05-13,Chengalpattu,0.0,simulated
2016-05-14,Chengalpattu,0.0,simulated
2016-05-15,Chengalpattu,0.0,simulated
2016-05-16,Chengalpattu,0.06432,simulated
2016-05-17,Chengalpattu,0.7121599999999999,simulated
2016-05-18,Chengalpattu,1.0,simulated
2016-05-19,Chengalpattu,1.0,simulated
2016-05-20,Chengalpattu,0.98788,simulated
2016-05-21,Chengalpattu,0.97564,simulated
2016-05-22,Chengalpattu,0.9631599999999999,simulated
2016-05-23,Chengalpattu,0.9505999999999999,simulated
2016-05-24,Chengalpattu,0.9381199999999998,simulated
2016-05-25,Chengalpattu,0.9255199999999999,simulated
2016-05-26,Chengalpattu,0.9128399999999999,simulated
2016-05-27,Chengalpattu,0.9129999999999998,simulated
2016-05-28,Chengalpattu,0.9029999999999998,simulated
2016-05-29,Chengalpattu,0.8906799999999998,simulated
2016-05-30,Chengalpattu,0.8818399999999998,simulated
2016-05-31,Chengalpattu,0.8694399999999999,simulated
2016-06-01,Chengalpattu,0.8569999999999999,simulated
2016-06-02,Chengalpattu,0.8702399999999999,simulated
2016-06-03,Chengalpattu,0.8687999999999999,simulated
2016-06-04,Chengalpattu,0.8773999999999998,simulated
2016-06-05,Chengalpattu,0.9826799999999999,simulated
2016-06-06,Chengalpattu,0.97756,simulated
2016-06-07,Chengalpattu,1.0,simulated
2016-06-08,Chengalpattu,1.0,simulated
2016-06-09,Chengalpattu,0.98824,simulated
2016-06-10,Chengalpattu,0.9762,simulated
2016-06-11,Chengalpattu,0.96392,simulated
2016-06-12,Chengalpattu,0.96552,simulated
2016-06-13,Chengalpattu,0.97688,simulated
2016-06-14,Chengalpattu,0.98588,simulated
2016-06-15,Chengalpattu,0.97348,simulated
2016-06-16,Chengalpattu,0.96108,simulated
2016-06-17,Chengalpattu,0.95748,simulated
2016-06-18,Chengalpattu,0.9625600000000001,simulated
2016-06-19,Chengalpattu,1.0,simulated
2016-06-20,Chengalpattu,1.0,simulated
2016-06-21,Chengalpattu,1.0,simulated
