date,district,soil_moisture,soil_moisture_source,soil_source
2015-02-14,Chengalpattu,0.0,simulated,simulated
2015-02-15,Chengalpattu,0.0,simulated,simulated
2015-02-16,Chengalpattu,0.0,simulated,simulated
2015-02-17,Chengalpattu,0.0,simulated,simulated
2015-02-18,Chengalpattu,0.0,simulated,simulated
2015-02-19,Chengalpattu,0.0,simulated,simulated
2015-02-20,Chengalpattu,0.0,simulated,simulated
2015-02-21,Chengalpattu,0.0,simulated,simulated
2015-02-22,Chengalpattu,0.0,simulated,simulated
2015-02-23,Chengalpattu,0.0,simulated,simulated
2015-02-24,Chengalpattu,0.0,simulated,simulated
2015-02-25,Chengalpattu,0.0,simulated,simulated
2015-02-26,Chengalpattu,0.0,simulated,simulated
2015-02-27,Chengalpattu,0.0,simulated,simulated
2015-02-28,Chengalpattu,0.0037599999999999,simulated,simulated
2015-03-01,Chengalpattu,0.0,simulated,simulated
2015-03-02,Chengalpattu,0.0,simulated,simulated
2015-03-03,Chengalpattu,0.0,simulated,simulated
2015-03-04,Chengalpattu,0.0,simulated,simulated
2015-03-05,Chengalpattu,0.0,simulated,simulated
2015-03-06,Chengalpattu,0.0,simulated,simulated
2015-03-07,Chengalpattu,0.0,simulated,simulated
2015-03-08,Chengalpattu,0.0,simulated,simulated
2015-03-09,Chengalpattu,0.0,simulated,simulated
2015-03-10,Chengalpattu,0.0,simulated,simulated
2015-03-11,Chengalpattu,0.0,simulated,simulated
2015-03-12,Chengalpattu,0.0,simulated,simulated
2015-03-13,Chengalpattu,0.0,simulated,simulated
2015-03-14,Chengalpattu,0.0,simulated,simulated
2015-03-15,Chengalpattu,0.0,simulated,simulated
2015-03-16,Chengalpattu,0.0,simulated,simulated
2015-03-17,Chengalpattu,0.0,simulated,simulated
2015-03-18,Chengalpattu,0.0,simulated,simulated
2015-03-19,Chengalpattu,0.0,simulated,simulated
2015-03-20,Chengalpattu,0.0,simulated,simulated
2015-03-21,Chengalpattu,0.0,simulated,simulated
2015-03-22,Chengalpattu,0.0,simulated,simulated
2015-03-23,Chengalpattu,0.0,simulated,simulated
2015-03-24,Chengalpattu,0.0,simulated,simulated
2015-03-25,Chengalpattu,0.0,simulated,simulated
2015-03-26,Chengalpattu,0.0,simulated,simulated
2015-03-27,Chengalpattu,0.0,simulated,simulated
2015-03-28,Chengalpattu,0.0,simulated,simulated
2015-03-29,Chengalpattu,0.0,simulated,simulated
2015-03-30,Chengalpattu,0.0,simulated,simulated
2015-03-31,Chengalpattu,0.0,simulated,simulated
2015-04-01,Chengalpattu,0.0,simulated,simulated
2015-04-02,Chengalpattu,0.0,simulated,simulated
2015-04-03,Chengalpattu,0.0,simulated,simulated
2015-04-04,Chengalpattu,0.0,simulated,simulated
2015-04-05,Chengalpattu,0.0,simulated,simulated
2015-04-06,Chengalpattu,0.0,simulated,simulated
2015-04-07,Chengalpattu,0.0,simulated,simulated
2015-04-08,Chengalpattu,0.0,simulated,simulated
2015-04-09,Chengalpattu,0.0,simulated,simulated
2015-04-10,Chengalpattu,0.0,simulated,simulated
2015-04-11,Chengalpattu,0.0,simulated,simulated
2015-04-12,Chengalpattu,0.0,simulated,simulated
2015-04-13,Chengalpattu,0.0,simulated,simulated
2015-04-14,Chengalpattu,0.0,simulated,simulated
2015-04-15,Chengalpattu,0.12412,simulated,simulated
2015-04-16,Chengalpattu,0.13428,simulated,simulated
2015-04-17,Chengalpattu,0.13264,simulated,simulated
2015-04-18,Chengalpattu,0.12244,simulated,simulated
2015-04-19,Chengalpattu,0.11096,simulated,simulated
2015-04-20,Chengalpattu,0.1024,simulated,simulated
2015-04-21,Chengalpattu,0.12768,simulated,simulated
2015-04-22,Chengalpattu,0.11592,simulated,simulated
2015-04-23,Chengalpattu,0.10384,simulated,simulated
2015-04-24,Chengalpattu,0.09652,simulated,simulated
2015-04-25,Chengalpattu,0.1152,simulated,simulated
2015-04-26,Chengalpattu,0.1066,simulated,simulated
2015-04-27,Chengalpattu,0.09812,simulated,simulated
2015-04-28,Chengalpattu,0.08644,simulated,simulated
2015-04-29,Chengalpattu,0.07456,simulated,simulated
2015-04-30,Chengalpattu,0.06256,simulated,simulated
2015-05-01,Chengalpattu,0.051,simulated,simulated
2015-05-02,Chengalpattu,0.03888,simulated,simulated
2015-05-03,Chengalpattu,0.0292,simulated,simulated
2015-05-04,Chengalpattu,0.0288,simulated,simulated
2015-05-05,Chengalpattu,0.02184,simulated,simulated
2015-05-06,Chengalpattu,0.01424,simulated,simulated
2015-05-07,Chengalpattu,0.00576,simulated,simulated
2015-05-08,Chengalpattu,0.0,simulated,simulated
2015-05-09,Chengalpattu,0.0,simulated,simulated
2015-05-10,Chengalpattu,0.0,simulated,simulated
2015-05-11,Chengalpattu,0.0,simulated,simulated
2015-05-12,Chengalpattu,0.0,simulated,simulated
2015-05-13,Chengalpattu,0.0401199999999999,simulated,simulated
2015-05-14,Chengalpattu,0.1031999999999999,simulated,simulated
2015-05-15,Chengalpattu,0.1161199999999999,simulated,simulated
2015-05-16,Chengalpattu,0.1471599999999999,simulated,simulated
2015-05-17,Chengalpattu,0.2044399999999999,simulated,simulated
2015-05-18,Chengalpattu,0.19516,simulated,simulated
2015-05-19,Chengalpattu,0.18296,simulated,simulated
2015-05-20,Chengalpattu,0.1706,simulated,simulated
2015-05-21,Chengalpattu,0.15776,simulated,simulated
2015-05-22,Chengalpattu,0.14488,simulated,simulated
2015-05-23,Chengalpattu,0.13264,simulated,simulated
2015-05-24,Chengalpattu,0.1196,simulated,simulated
2015-05-25,Chengalpattu,0.10636,simulated,simulated
2015-05-26,Chengalpattu,0.09332,simulated,simulated
2015-05-27,Chengalpattu,0.08104,simulated,simulated
2015-05-28,Chengalpattu,0.06852,simulated,simulated
2015-05-29,Chengalpattu,0.05584,simulated,simulated
2015-05-30,Chengalpattu,0.04464,simulated,simulated
2015-05-31,Chengalpattu,0.03224,simulated,simulated
2015-06-01,Chengalpattu,0.0708,simulated,simulated
2015-06-02,Chengalpattu,0.07064,simulated,simulated
2015-06-03,Chengalpattu,0.06104,simulated,simulated
2015-06-04,Chengalpattu,0.05204,simulated,simulated
2015-06-05,Chengalpattu,0.05072,simulated,simulated
2015-06-06,Chengalpattu,0.03988,simulated,simulated
2015-06-07,Chengalpattu,0.02756,simulated,simulated
2015-06-08,Chengalpattu,0.029,simulated,simulated
2015-06-09,Chengalpattu,0.02156,simulated,simulated
2015-06-10,Chengalpattu,0.04736,simulated,simulated
2015-06-11,Chengalpattu,0.05176,simulated,simulated
2015-06-12,Chengalpattu,0.05552,simulated,simulated
2015-06-13,Chengalpattu,0.04752,simulated,simulated
2015-06-14,Chengalpattu,0.06404,simulated,simulated
2015-06-15,Chengalpattu,0.05424,simulated,simulated
2015-06-16,Chengalpattu,0.06032,simulated,simulated
2015-06-17,Chengalpattu,0.08244,simulated,simulated
2015-06-18,Chengalpattu,0.07416,simulated,simulated
2015-06-19,Chengalpattu,0.0636,simulated,simulated
2015-06-20,Chengalpattu,0.05152,simulated,simulated
2015-06-21,Chengalpattu,0.03908,simulated,simulated
2015-06-22,Chengalpattu,0.02652,simulated,simulated
2015-06-23,Chengalpattu,0.014,simulated,simulated
2015-06-24,Chengalpattu,0.00136,simulated,simulated
2015-06-25,Chengalpattu,0.0,simulated,simulated
2015-06-26,Chengalpattu,0.0,simulated,simulated
2015-06-27,Chengalpattu,0.0,simulated,simulated
2015-06-28,Chengalpattu,0.0,simulated,simulated
2015-06-29,Chengalpattu,0.0,simulated,simulated
2015-06-30,Chengalpattu,0.0,simulated,simulated
2015-07-01,Chengalpattu,0.0,simulated,simulated
2015-07-02,Chengalpattu,0.0,simulated,simulated
2015-07-03,Chengalpattu,0.0246799999999999,simulated,simulated
2015-07-04,Chengalpattu,0.0117999999999999,simulated,simulated
2015-07-05,Chengalpattu,0.0,simulated,simulated
2015-07-06,Chengalpattu,0.0,simulated,simulated
2015-07-07,Chengalpattu,0.0,simulated,simulated
2015-07-08,Chengalpattu,0.0,simulated,simulated
2015-07-09,Chengalpattu,0.0,simulated,simulated
2015-07-10,Chengalpattu,0.0,simulated,simulated
2015-07-11,Chengalpattu,0.0,simulated,simulated
2015-07-12,Chengalpattu,0.0,simulated,simulated
2015-07-13,Chengalpattu,0.00788,simulated,simulated
2015-07-14,Chengalpattu,0.02136,simulated,simulated
2015-07-15,Chengalpattu,0.03152,simulated,simulated
2015-07-16,Chengalpattu,0.0254399999999999,simulated,simulated
2015-07-17,Chengalpattu,0.0167999999999999,simulated,simulated
2015-07-18,Chengalpattu,0.0141599999999999,simulated,simulated
2015-07-19,Chengalpattu,0.0211599999999999,simulated,simulated
2015-07-20,Chengalpattu,0.0120799999999999,simulated,simulated
2015-07-21,Chengalpattu,0.0174799999999999,simulated,simulated
2015-07-22,Chengalpattu,0.0225599999999999,simulated,simulated
2015-07-23,Chengalpattu,0.0540399999999999,simulated,simulated
2015-07-24,Chengalpattu,0.0428799999999999,simulated,simulated
2015-07-25,Chengalpattu,0.0442399999999999,simulated,simulated
2015-07-26,Chengalpattu,0.0446799999999999,simulated,simulated
2015-07-27,Chengalpattu,0.0407599999999999,simulated,simulated
2015-07-28,Chengalpattu,0.0366799999999999,simulated,simulated
2015-07-29,Chengalpattu,0.0246399999999999,simulated,simulated
2015-07-30,Chengalpattu,0.0124799999999999,simulated,simulated
2015-07-31,Chengalpattu,0.0112799999999999,simulated,simulated
2015-08-01,Chengalpattu,0.0016399999999999,simulated,simulated
2015-08-02,Chengalpattu,0.0314399999999999,simulated,simulated
2015-08-03,Chengalpattu,0.0412399999999999,simulated,simulated
2015-08-04,Chengalpattu,0.0342399999999999,simulated,simulated
2015-08-05,Chengalpattu,0.0260399999999999,simulated,simulated
2015-08-06,Chengalpattu,0.0163199999999999,simulated,simulated
2015-08-07,Chengalpattu,0.0053199999999999,simulated,simulated
2015-08-08,Chengalpattu,0.0,simulated,simulated
2015-08-09,Chengalpattu,0.0057199999999999,simulated,simulated
2015-08-10,Chengalpattu,0.0399999999999999,simulated,simulated
2015-08-11,Chengalpattu,0.0465199999999999,simulated,simulated
2015-08-12,Chengalpattu,0.0358399999999999,simulated,simulated
2015-08-13,Chengalpattu,0.0260799999999999,simulated,simulated
2015-08-14,Chengalpattu,0.0235999999999999,simulated,simulated
2015-08-15,Chengalpattu,0.0505599999999999,simulated,simulated
2015-08-16,Chengalpattu,0.12552,simulated,simulated
2015-08-17,Chengalpattu,0.17612,simulated,simulated
2015-08-18,Chengalpattu,0.1648,simulated,simulated
2015-08-19,Chengalpattu,0.15332,simulated,simulated
2015-08-20,Chengalpattu,0.15236,simulated,simulated
2015-08-21,Chengalpattu,0.21584,simulated,simulated
2015-08-22,Chengalpattu,0.24988,simulated,simulated
2015-08-23,Chengalpattu,0.294,simulated,simulated
2015-08-24,Chengalpattu,0.28232,simulated,simulated
2015-08-25,Chengalpattu,0.27212,simulated,simulated
2015-08-26,Chengalpattu,0.26444,simulated,simulated
2015-08-27,Chengalpattu,0.3046399999999999,simulated,simulated
2015-08-28,Chengalpattu,0.2930799999999999,simulated,simulated
2015-08-29,Chengalpattu,0.28128,simulated,simulated
2015-08-30,Chengalpattu,0.2699199999999999,simulated,simulated
2015-08-31,Chengalpattu,0.2579199999999999,simulated,simulated
2015-09-01,Chengalpattu,0.2458799999999999,simulated,simulated
2015-09-02,Chengalpattu,0.2343999999999999,simulated,simulated
2015-09-03,Chengalpattu,0.2287199999999999,simulated,simulated
2015-09-04,Chengalpattu,0.2206799999999999,simulated,simulated
2015-09-05,Chengalpattu,0.2114799999999999,simulated,simulated
2015-09-06,Chengalpattu,0.2068399999999999,simulated,simulated
2015-09-07,Chengalpattu,0.3463199999999999,simulated,simulated
2015-09-08,Chengalpattu,0.3361599999999999,simulated,simulated
2015-09-09,Chengalpattu,0.3637199999999999,simulated,simulated
2015-09-10,Chengalpattu,0.4028399999999999,simulated,simulated
2015-09-11,Chengalpattu,0.3933999999999999,simulated,simulated
2015-09-12,Chengalpattu,0.3818799999999999,simulated,simulated
2015-09-13,Chengalpattu,0.3701599999999999,simulated,simulated
2015-09-14,Chengalpattu,0.3583599999999999,simulated,simulated
2015-09-15,Chengalpattu,0.3525199999999999,simulated,simulated
2015-09-16,Chengalpattu,0.3402799999999999,simulated,simulated
2015-09-17,Chengalpattu,0.3281599999999999,simulated,simulated
2015-09-18,Chengalpattu,0.3161199999999999,simulated,simulated
2015-09-19,Chengalpattu,0.3068399999999999,simulated,simulated
2015-09-20,Chengalpattu,0.2947599999999999,simulated,simulated
2015-09-21,Chengalpattu,0.2834799999999999,simulated,simulated
2015-09-22,Chengalpattu,0.2715599999999999,simulated,simulated
2015-09-23,Chengalpattu,0.2627199999999999,simulated,simulated
2015-09-24,Chengalpattu,0.2538799999999999,simulated,simulated
2015-09-25,Chengalpattu,0.2629999999999999,simulated,simulated
2015-09-26,Chengalpattu,0.3634799999999999,simulated,simulated
2015-09-27,Chengalpattu,0.37672,simulated,simulated
2015-09-28,Chengalpattu,0.40712,simulated,simulated
2015-09-29,Chengalpattu,0.4052,simulated,simulated
2015-09-30,Chengalpattu,0.41656,simulated,simulated
2015-10-01,Chengalpattu,0.42004,simulated,simulated
2015-10-02,Chengalpattu,0.4668,simulated,simulated
2015-10-03,Chengalpattu,0.4850399999999999,simulated,simulated
2015-10-04,Chengalpattu,0.54468,simulated,simulated
2015-10-05,Chengalpattu,0.5668400000000001,simulated,simulated
2015-10-06,Chengalpattu,0.5912000000000001,simulated,simulated
2015-10-07,Chengalpattu,0.66216,simulated,simulated
2015-10-08,Chengalpattu,0.68512,simulated,simulated
2015-10-09,Chengalpattu,0.69772,simulated,simulated
2015-10-10,Chengalpattu,0.7744399999999999,simulated,simulated
2015-10-11,Chengalpattu,0.8069999999999998,simulated,simulated
2015-10-12,Chengalpattu,0.8349199999999999,simulated,simulated
2015-10-13,Chengalpattu,0.8237999999999999,simulated,simulated
2015-10-14,Chengalpattu,0.8128399999999999,simulated,simulated
2015-10-15,Chengalpattu,0.8019199999999999,simulated,simulated
2015-10-16,Chengalpattu,0.7909999999999998,simulated,simulated
2015-10-17,Chengalpattu,0.7854799999999997,simulated,simulated
2015-10-18,Chengalpattu,0.7829199999999997,simulated,simulated
2015-10-19,Chengalpattu,0.7789599999999998,simulated,simulated
2015-10-20,Chengalpattu,0.7750399999999997,simulated,simulated
2015-10-21,Chengalpattu,0.7639199999999997,simulated,simulated
2015-10-22,Chengalpattu,0.7530399999999997,simulated,simulated
2015-10-23,Chengalpattu,0.7526399999999996,simulated,simulated
2015-10-24,Chengalpattu,0.7415999999999996,simulated,simulated
2015-10-25,Chengalpattu,0.7362399999999996,simulated,simulated
2015-10-26,Chengalpattu,0.7252799999999996,simulated,simulated
2015-10-27,Chengalpattu,0.7511199999999996,simulated,simulated
2015-10-28,Chengalpattu,0.8193199999999996,simulated,simulated
2015-10-29,Chengalpattu,0.8208399999999996,simulated,simulated
2015-10-30,Chengalpattu,0.8837199999999995,simulated,simulated
2015-10-31,Chengalpattu,0.9419999999999996,simulated,simulated
2015-11-01,Chengalpattu,1.0,simulated,simulated
2015-11-02,Chengalpattu,1.0,simulated,simulated
2015-11-03,Chengalpattu,1.0,simulated,simulated
2015-11-04,Chengalpattu,1.0,simulated,simulated
2015-11-05,Chengalpattu,1.0,simulated,simulated
2015-11-06,Chengalpattu,1.0,simulated,simulated
2015-11-07,Chengalpattu,1.0,simulated,simulated
2015-11-08,Chengalpattu,1.0,simulated,simulated
2015-11-09,Chengalpattu,1.0,simulated,simulated
2015-11-10,Chengalpattu,0.99368,simulated,simulated
2015-11-11,Chengalpattu,1.0,simulated,simulated
2015-11-12,Chengalpattu,1.0,simulated,simulated
2015-11-13,Chengalpattu,1.0,simulated,simulated
2015-11-14,Chengalpattu,1.0,simulated,simulated
2015-11-15,Chengalpattu,1.0,simulated,simulated
2015-11-16,Chengalpattu,1.0,simulated,simulated
2015-11-17,Chengalpattu,0.99036,simulated,simulated
2015-11-18,Chengalpattu,1.0,simulated,simulated
2015-11-19,Chengalpattu,1.0,simulated,simulated
2015-11-20,Chengalpattu,1.0,simulated,simulated
2015-11-21,Chengalpattu,1.0,simulated,simulated
2015-11-22,Chengalpattu,1.0,simulated,simulated
2015-11-23,Chengalpattu,1.0,simulated,simulated
2015-11-24,Chengalpattu,1.0,simulated,simulated
2015-11-25,Chengalpattu,0.99332,simulated,simulated
2015-11-26,Chengalpattu,0.9878,simulated,simulated
2015-11-27,Chengalpattu,0.97744,simulated,simulated
2015-11-28,Chengalpattu,0.9674,simulated,simulated
2015-11-29,Chengalpattu,1.0,simulated,simulated
2015-11-30,Chengalpattu,1.0,simulated,simulated
2015-12-01,Chengalpattu,1.0,simulated,simulated
2015-12-02,Chengalpattu,1.0,simulated,simulated
2015-12-03,Chengalpattu,1.0,simulated,simulated
2015-12-04,Chengalpattu,1.0,simulated,simulated
2015-12-05,Chengalpattu,1.0,simulated,simulated
2015-12-06,Chengalpattu,1.0,simulated,simulated
2015-12-07,Chengalpattu,0.9904,simulated,simulated
2015-12-08,Chengalpattu,0.98496,simulated,simulated
2015-12-09,Chengalpattu,1.0,simulated,simulated
2015-12-10,Chengalpattu,0.99644,simulated,simulated
2015-12-11,Chengalpattu,0.99944,simulated,simulated
2015-12-12,Chengalpattu,0.98908,simulated,simulated
2015-12-13,Chengalpattu,0.97888,simulated,simulated
2015-12-14,Chengalpattu,0.96872,simulated,simulated
2015-12-15,Chengalpattu,0.95884,simulated,simulated
2015-12-16,Chengalpattu,0.94924,simulated,simulated
2015-12-17,Chengalpattu,0.93932,simulated,simulated
2015-12-18,Chengalpattu,0.92924,simulated,simulated
2015-12-19,Chengalpattu,0.92564,simulated,simulated
2015-12-20,Chengalpattu,0.9155600000000002,simulated,simulated
2015-12-21,Chengalpattu,0.9058000000000002,simulated,simulated
2015-12-22,Chengalpattu,0.8969600000000001,simulated,simulated
2015-12-23,Chengalpattu,0.8868800000000001,simulated,simulated
2015-12-24,Chengalpattu,0.8767600000000001,simulated,simulated
2015-12-25,Chengalpattu,0.8673600000000001,simulated,simulated
2015-12-26,Chengalpattu,0.85984,simulated,simulated
2015-12-27,Chengalpattu,0.8592800000000002,simulated,simulated
2015-12-28,Chengalpattu,0.8492800000000001,simulated,simulated
2015-12-29,Chengalpattu,0.8394400000000002,simulated,simulated
2015-12-30,Chengalpattu,0.8296800000000002,simulated,simulated
2015-12-31,Chengalpattu,0.8199200000000002,simulated,simulated
2016-01-01,Chengalpattu,0.8100000000000002,simulated,simulated
2016-01-02,Chengalpattu,0.8002800000000002,simulated,simulated
2016-01-03,Chengalpattu,0.7906800000000002,simulated,simulated
2016-01-04,Chengalpattu,0.7809200000000002,simulated,simulated
2016-01-05,Chengalpattu,0.7711200000000001,simulated,simulated
2016-01-06,Chengalpattu,0.7612000000000001,simulated,simulated
2016-01-07,Chengalpattu,0.7513600000000001,simulated,simulated
2016-01-08,Chengalpattu,0.7416000000000001,simulated,simulated
2016-01-09,Chengalpattu,0.7320800000000002,simulated,simulated
2016-01-10,Chengalpattu,0.7227200000000001,simulated,simulated
2016-01-11,Chengalpattu,0.7134000000000001,simulated,simulated
2016-01-12,Chengalpattu,0.7040400000000001,simulated,simulated
2016-01-13,Chengalpattu,0.6945600000000001,simulated,simulated
2016-01-14,Chengalpattu,0.6850400000000001,simulated,simulated
2016-01-15,Chengalpattu,0.6754800000000001,simulated,simulated
2016-01-16,Chengalpattu,0.6662000000000001,simulated,simulated
2016-01-17,Chengalpattu,0.6566800000000002,simulated,simulated
2016-01-18,Chengalpattu,0.6468800000000001,simulated,simulated
2016-01-19,Chengalpattu,0.6366400000000001,simulated,simulated
2016-01-20,Chengalpattu,0.6265200000000001,simulated,simulated
2016-01-21,Chengalpattu,0.6162400000000001,simulated,simulated
2016-01-22,Chengalpattu,0.6102400000000001,simulated,simulated
2016-01-23,Chengalpattu,0.61584,simulated,simulated
2016-01-24,Chengalpattu,0.6104400000000001,simulated,simulated
2016-01-25,Chengalpattu,0.6002400000000001,simulated,simulated
2016-01-26,Chengalpattu,0.5901600000000001,simulated,simulated
2016-01-27,Chengalpattu,0.5800800000000002,simulated,simulated
2016-01-28,Chengalpattu,0.5700800000000001,simulated,simulated
2016-01-29,Chengalpattu,0.5601200000000002,simulated,simulated
2016-01-30,Chengalpattu,0.5504000000000002,simulated,simulated
2016-01-31,Chengalpattu,0.5406400000000002,simulated,simulated
2016-02-01,Chengalpattu,0.5310800000000002,simulated,simulated
2016-02-02,Chengalpattu,0.5216400000000002,simulated,simulated
2016-02-03,Chengalpattu,0.5119200000000003,simulated,simulated
2016-02-04,Chengalpattu,0.5021600000000003,simulated,simulated
2016-02-05,Chengalpattu,0.4920400000000002,simulated,simulated
2016-02-06,Chengalpattu,0.4819200000000002,simulated,simulated
2016-02-07,Chengalpattu,0.4714400000000002,simulated,simulated
2016-02-08,Chengalpattu,0.4611200000000002,simulated,simulated
2016-02-09,Chengalpattu,0.4509200000000002,simulated,simulated
2016-02-10,Chengalpattu,0.4408800000000002,simulated,simulated
2016-02-11,Chengalpattu,0.4305600000000003,simulated,simulated
2016-02-12,Chengalpattu,0.4203200000000002,simulated,simulated
2016-02-13,Chengalpattu,0.4099600000000002,simulated,simulated
2016-02-14,Chengalpattu,0.3998000000000002,simulated,simulated
2016-02-15,Chengalpattu,0.3894800000000002,simulated,simulated
2016-02-16,Chengalpattu,0.3790000000000003,simulated,simulated
2016-02-17,Chengalpattu,0.3684000000000003,simulated,simulated
2016-02-18,Chengalpattu,0.3576000000000003,simulated,simulated
2016-02-19,Chengalpattu,0.3470400000000003,simulated,simulated
2016-02-20,Chengalpattu,0.3362800000000003,simulated,simulated
2016-02-21,Chengalpattu,0.3254400000000003,simulated,simulated
2016-02-22,Chengalpattu,0.3147200000000003,simulated,simulated
2016-02-23,Chengalpattu,0.3042400000000003,simulated,simulated
2016-02-24,Chengalpattu,0.2936800000000003,simulated,simulated
2016-02-25,Chengalpattu,0.2828400000000002,simulated,simulated
2016-02-26,Chengalpattu,0.2732000000000002,simulated,simulated
2016-02-27,Chengalpattu,0.2624400000000002,simulated,simulated
2016-02-28,Chengalpattu,0.2525600000000002,simulated,simulated
2016-02-29,Chengalpattu,0.2415600000000002,simulated,simulated
2016-03-01,Chengalpattu,0.2306400000000002,simulated,simulated
2016-03-02,Chengalpattu,0.2199200000000002,simulated,simulated
2016-03-03,Chengalpattu,0.2092800000000002,simulated,simulated
2016-03-04,Chengalpattu,0.1986400000000001,simulated,simulated
2016-03-05,Chengalpattu,0.1878400000000001,simulated,simulated
2016-03-06,Chengalpattu,0.1770400000000001,simulated,simulated
2016-03-07,Chengalpattu,0.1662800000000001,simulated,simulated
2016-03-08,Chengalpattu,0.1554000000000001,simulated,simulated
2016-03-09,Chengalpattu,0.1445200000000001,simulated,simulated
2016-03-10,Chengalpattu,0.1334000000000001,simulated,simulated
2016-03-11,Chengalpattu,0.1220800000000001,simulated,simulated
2016-03-12,Chengalpattu,0.1108800000000001,simulated,simulated
2016-03-13,Chengalpattu,0.0994400000000001,simulated,simulated
2016-03-14,Chengalpattu,0.0880800000000001,simulated,simulated
2016-03-15,Chengalpattu,0.0767600000000001,simulated,simulated
2016-03-16,Chengalpattu,0.0652800000000001,simulated,simulated
2016-03-17,Chengalpattu,0.0538000000000001,simulated,simulated
2016-03-18,Chengalpattu,0.0426000000000001,simulated,simulated
2016-03-19,Chengalpattu,0.0314000000000001,simulated,simulated
2016-03-20,Chengalpattu,0.0198800000000001,simulated,simulated
2016-03-21,Chengalpattu,0.0081600000000001,simulated,simulated
2016-03-22,Chengalpattu,0.0,simulated,simulated
2016-03-23,Chengalpattu,0.0,simulated,simulated
2016-03-24,Chengalpattu,0.0,simulated,simulated
2016-03-25,Chengalpattu,0.0,simulated,simulated
2016-03-26,Chengalpattu,0.0,simulated,simulated
2016-03-27,Chengalpattu,0.0,simulated,simulated
2016-03-28,Chengalpattu,0.0,simulated,simulated
2016-03-29,Chengalpattu,0.0,simulated,simulated
2016-03-30,Chengalpattu,0.0,simulated,simulated
2016-03-31,Chengalpattu,0.0,simulated,simulated
2016-04-01,Chengalpattu,0.0,simulated,simulated
2016-04-02,Chengalpattu,0.0,simulated,simulated
2016-04-03,Chengalpattu,0.0,simulated,simulated
2016-04-04,Chengalpattu,0.0,simulated,simulated
2016-04-05,Chengalpattu,0.0,simulated,simulated
2016-04-06,Chengalpattu,0.00324,simulated,simulated
2016-04-07,Chengalpattu,0.00212,simulated,simulated
2016-04-08,Chengalpattu,0.0,simulated,simulated
2016-04-09,Chengalpattu,0.0,simulated,simulated
2016-04-10,Chengalpattu,0.0,simulated,simulated
2016-04-11,Chengalpattu,0.0,simulated,simulated
2016-04-12,Chengalpattu,0.0,simulated,simulated
2016-04-13,Chengalpattu,0.0,simulated,simulated
2016-04-14,Chengalpattu,0.0,simulated,simulated
2016-04-15,Chengalpattu,0.0,simulated,simulated
2016-04-16,Chengalpattu,0.0,simulated,simulated
2016-04-17,Chengalpattu,0.0,simulated,simulated
2016-04-18,Chengalpattu,0.0,simulated,simulated
2016-04-19,Chengalpattu,0.0,simulated,simulated
2016-04-20,Chengalpattu,0.0,simulated,simulated
